Id_kombinasi,Makan_pagi,Makan_siang,Makan_malam,Snack_1,Snack_2,Total_natrium
582,Pecel sayur,Beef burger,Gulai kambing,Jus mentimun jambu,Seblak,1350.5
583,Ayam rica-rica,Kari daging sapi,Ikan panggang,Melon,Nangka,1164.0
584,Tumis buncis,Bubur sapi,Orak arik bening soun,Rujak pepaya alpukat,Sup kacang,1049.3
585,Nasi kebuli,Telur puyuh bumbu kuning,Ayam kalasan,Putu mayang,Pempek ,383.5
586,Telur ceplok,Garang asem ayam,Tumis kapri manis,Asinan bengkuang nanas,Martabak manis,564.1
587,Bubur kacang hijau,Ikan tongkol balado,Oseng buncis tempe,Pepaya,Pempek kapal selam,1394.0
588,Soto daging ,Sate padang,Ikan cakalang asap,Puding coklat,Tahu gejrot,971.0
589,Ikan tongkol goreng,Ikan lele panggang,Ayam panggang bumbu bacem,Melon,Markisa,699.7
590,Telur ceplok,Udang goreng ,Tempe pesmol,Rujak buah,Sup kacang,1236.5
591,Soto banjar,Pecel lele,Teri balado,Sari seledri timun,Bolu kukus,798.0
592,Tumis buncis,Ceker mercon,Tempe kukus cabe hijau,Susu murni,Sosis solo,693.5
593,Telur orak-arik,Cap cay sayur,Sate bandeng,Rujak buah,Bakwan,1392.0
594,Laksa palembang,Dendeng sapi,Nasi goreng kunyit,Pir,Pempek ,776.0
595,Gado-gado,Chicken katsu,Daging sapi panggang,Jus pepaya kayu manis,Sawo,1040.3
596,Tumis sawi putih,Kari daging sapi,Tempe pesmol,Talam ubi,Markisa,802.8
597,Tumis kol,Ayam saus mentega,Rendang,Rujak pepaya alpukat,Cireng isi ayam,1133.8
598,Kacang panjang bumbu kuning,Nasi hijau harum,Semur daging,Cimol,Tape singkong,654.5
599,Gado-gado,Pecel lele,Sate bandeng,Jus belimbing berembun,Bakwan,884.6
600,Gulai tunjang,Kari daging sapi,Pempek kulit,Jus melon,Pempek kapal selam,1560.0
601,Tahu balado,Kerang panggang,Tumis kapri manis,Cimol,Es doger,1108.5
602,Kering tempe,Ayam betutu,Telur asin,Jus apel,Tahu isi,1228.0
603,Tumis sawi putih,Pempek adaan,Tempe kukus cabe hijau,Jus belimbing berembun,Seblak,976.1
604,Tumis buncis,Bihun goreng,Kalio kikil,Jus melon,Martabak telur,1255.0
605,Lontong sayur,Ayam cincang buncis,Teri kacang balado,Jus belimbing berembun,Kue beras,723.6
606,Kwetiau goreng,Pepes bandeng presto,Rendang,Puding coklat,Bolu kukus,1056.4
607,Ikan mas goreng,Sate ayam,Ikan mujair pepes,Kue apem,Es krim,621.0
608,Urap,Sate padang,Sayur bobor,Sup buah serut,Bakpia,809.3
609,Telur balado,Ikan patin bakar,Lodeh terong,Melon,Nangka,944.0
610,Tumis kangkung,Ikan lele panggang,Ikan cakalang asap,Salak,Cenil,977.0
611,Nasi liwet,Tumis oncom,Udang goreng tepung,Sup buah tropika,Jus wortel ,1042.9
612,Tempe bacem,Sup ayam,Ikan baung bakar,Kue bolu,Tahu isi,1193.0
613,Semur ayam,Chicken katsu,Sup bola ayam,Sup buah tropika,Es krim,1810.9
614,Bubur ketan hitam,Rendang,Ikan panggang,Jus pepaya belimbing,Es buah,646.1
615,Tumis genjer,Tahu bacem,Brengkes patin,Jus pepaya belimbing,Dimsum,772.1
616,Ketoprak ,Sayur bunga pepaya,Sop buntut,Sari seledri timun,Jus alpukat ,1000.0
617,Soto betawi ,Ikan tuna panggang,Teri kacang balado,Durian,Pastel ,1128.0
618,Dendeng sapi,Bebek bakar,Brengkes patin,Talam nangka,Sawo,695.3
619,Kwetiau udang sambal rujak,Sup nasi ayam,Sate bandeng,Nanas,Kue sus,1313.3
620,Tumis buncis,Mie bakso,Ikan mujair pepes,Jus wortel tomat,Sup kacang,896.0
621,Tumis sawi putih,Bubur sapi,Kari daging domba,Sari seledri campur,Martabak manis,1010.0
622,Tuna bakar bumbu bali,Tekwan,Sate bandeng,Putu mayang,Tahu gejrot,974.2
623,Tumis kacang panjang tempe,Bubur sapi,Ikan panggang,Asinan bengkuang nanas,Lemper,1161.6
624,Urap,Bakso aci,Tahu telur,Klepon,Jus jeruk,1279.0
625,Telur ceplok air acar kuning,Kerang panggang,Gulai kambing,Rujak jeruk bali,Tahu walik,927.2
626,Belut goreng,Bakmi,Kalio ayam,Jus mangga,Bakpia,1266.0
627,Tumis pakcoy,Ikan patin bakar,Kalio kikil,Rujak jeruk bali,Bolu kukus,1342.7
628,Kupat tahu,Kepiting panggang,Kalio ayam,Kue bugis,Tahu sumedang,1574.0
629,Telur dadar,Bakso ayam,Lobstre panggang,Es kelapa muda,Bolu kukus,1401.0
630,Ayam suwir kemangi,Tumis oncom,Sayur nangka,Cilok,Kue bawang,828.0
631,Nasi uduk,Terong bakar,Tuna bumbu rica-rica,Buah naga,Cenil,632.0
632,Nasi goreng ayam,Ayam penyet,Gulai ikan ,Talam ubi,Lemper,953.3
633,Nasi goreng udang,Kerang panggang,Perkedel tahu,Pepaya,Onde-onde,1466.0
634,Tumis pare,Bakso ikan,Gulai ikan ,Stroberi,Kue pukis,647.0
635,Belut goreng,Steak daging sapi,Sayur rica rodoh,Buah naga,Pisang,661.8
636,Telur rebus,Kari ayam ,Daging sapi panggang,Pisang bakar saus manis,Lemper,1176.5
637,Nasi goreng ,Bakmi,Mie hokian,Kue tapioka,Tahu walik,974.4
638,Tempe bacem,Onigiri,Sandwich ikan tuna panggang,Rujak buah,Mangga kweni,432.2
639,Telur balado,Ikan tongkol balado,Saboko gurita,Jus mentimun jambu,Bakpia,1028.5
640,Udang panggang,Ayam teriyaki,Salmon asap,Apel,serabi,2447.0
641,Semur tahu,Mie bakso,Pepes teri,Batagor,Kue beras,990.0
642,Bubur nasi,Telur puyuh bumbu kuning,Oseng tahu tomat,Jus nanas,Kue pancong,259.0
643,Kering tempe,Ayam penyet,Paru sapi goreng,Jus belimbing berembun,Kue beras,877.6
644,Chicken nugget,Steak daging sapi,Telur asin,Jus stroberi,Bolu kukus,1654.0
645,Nasi goreng spesial,Abon sapi,Bubur manado,Klepon,Markisa,1862.0
646,Rawon,Ayam bakar,Tumis kapri manis,Puding coklat,Es krim,730.5
647,Lontong sayur,Nasi hijau harum,Tahu bumbu merah,Kurma,Risol bihun ,352.3
648,Pepes tahu,Ikan tuna sambal goreng,Tumis kapri manis,Jus pepaya kayu manis,Kue nastar,757.8
649,Perkedel kentang,Nasi rames,Lodeh terong,Jus apel,Jus jeruk,670.0
650,Sayur bening bayam,Karedok,Ikan bakar bumbu kecap,Jus nanas,Kue nastar,512.5
651,Usus ayam goreng,Sate padang,Tahu siksa,Mentimun serut,Seblak,1041.9
652,Bubur ketan hitam,Oseng tahu,Opor ayam,Rambutan,Bubur sumsum,766.0
653,Tumis labu siam,Abon ayam,Sup bola ayam,Pisang ,Duku,1095.0
654,Paha ayam panggang,Bening bayam tauge,Lobstre panggang,Salak,Martabak telur,1185.3
655,Semur jengkol,Ikan mujair goreng,Pecel ,Jambu biji ,Pastel ,439.0
656,Belut goreng,Udang goreng ,Tahu bumbu merah,Rujak pepaya alpukat,Cempedak,1015.0999999999999
657,Pepes tahu,Sup telur,Sayur nangka,Jus apel,Kue bawang,698.0
658,Soto banjar,Telur puyuh bumbu kuning,Ampela goreng ,Getuk kacang hijau,Roti isi coklat,554.1
659,Tempe bacem,Karedok,Oseng tahu tomat,Jus nanas,Sosis solo,283.9
660,Nasi liwet,Steak daging sapi,Oseng tahu tomat,Salad buah,Bakwan,775.9
661,Bubur kacang hijau,Mie bakso,Salmon asap,Jus melon,Pie susu,1209.0
662,Sayur bening bayam,Pempek adaan,Sate bandeng,Putu mayang,Bakwan,1415.0
663,Usus ayam goreng,Bebek bakar,Tempe kukus cabe hijau,Susu murni,Jus alpukat ,669.5
664,Soto betawi ,Sate kambing,Ikan bakar bumbu kecap,Pepaya,Kue kacang,794.5
665,Tempe masak wijen,Ayam bakar,Tempe kukus cabe hijau,Jus mangga,Sari apel,425.7
666,Telur ceplok,Sup telur,Kari daging domba,Jus Buah naga,Nangka,669.0
667,Telur dadar,Ayam goreng ,Oseng buncis tempe,Jus Buah naga,Onde-onde,1307.0
668,Telur ceplok,Dendeng sapi,Rendang,Sari seledri campur,Kue nagasari,870.0
669,Semur ayam,Ikan salmon panggang,Udang goreng tepung,Es teler,Pempek kapal selam,1866.0
670,Semur jengkol,Rendang,Ikan panggang,Apel,Es doger,725.0
671,Nasi bakar,Sate usus,Salmon asap,Pisang ,Pastel ,1619.0
672,Tumis labu siam,Sup telur,Oseng buncis tempe,Jus belimbing berembun,Duku,1276.6
673,Ikan kembung balado,Terong bakar,Sup kentang,Es kelapa muda,Pastel ,865.0
674,Ikan mas goreng,Cap cay sayur,Semur telur,Jus Buah naga,Bolu pisang,1181.0
675,Gado-gado,Ayam saus mentega,Kalio telur,Rujak pepaya alpukat,Martabak telur,1374.8
676,Nasi uduk,Ayam lada hitam,Lobstre panggang,Jus wortel tomat,Tape singkong,1074.0
677,Chicken karage,Kerang panggang,Sayur rica rodoh,Mentimun serut,Sup kacang,1798.8999999999999
678,Ikan kembung balado,Sate usus,Ikan gurame asam manis,Jus apel,Bolu pisang,1558.0
679,Nasi uduk,Tempe penyet,Tuna bumbu rica-rica,Sup buah serut,Semangka,873.3
680,Kering tempe,Tumis oncom,Tahu telur,Putu mayang,Cenil,1306.0
681,Nasi goreng ,Ikan mujair goreng,Ayam taliwang,Putu mayang,Ronde,1106.0
682,Telur ceplok,Tahu cabe garam,Spageti udang,Susu,Jus wortel ,294.5
683,Nasi bakar,Pempek adaan,Ikan baung bakar,Sup buah tropika,Yogurt,880.9
684,Tumis kacang panjang tempe,Ayam penyet,Sandwich ikan tuna panggang,Puding coklat,Duku,866.2
685,Pepes tahu,Sup telur,Kari daging domba,Klepon,Ronde,919.0
686,Nasi goreng spesial,Gudeg,Tempe mendoan,Jus belimbing berembun,Es krim,1106.6
687,Kwetiau goreng,Sup nasi ayam,Sayur siram bumbu tumis,Susu murni,Seblak,1160.1
688,Nasi kebuli,Tekwan,Ikan baung bakar,Pepaya,Sukun goreng,525.0
689,Telur ceplok air acar kuning,Ayam saus mentega,Ayam taliwang,Jus jambu,Sukun goreng,1076.5
690,Tumis pare,Tumis buncis wortel bintik,Ayam kalasan,Susu,Kacang mete sangrai asin,528.4
691,Chicken nugget,Asem-asem kangkung,Jengkol balado,Kue tapioka,Tahu sumedang,1031.6
692,Kwetiau goreng,Sate taichan,Tahu telur,Jus mentimun jambu,Seblak,2013.5
693,Belut goreng,Ceker mercon,Sayur nangka,Jus wortel tomat,Martabak manis,858.0
694,Nasi goreng spesial,Ayam betutu,Sayur siram bumbu tumis,Sup buah serut,Martabak telur,1136.4
695,Tahu balado,Steak daging sapi,Lumpia basah,Buah naga,Sup kacang,1044.1
696,Ayam suwir kemangi,Sup ayam,Kari daging domba,Jus jambu,Kue sus,1284.0
697,Tumis pare,Onigiri,Nasi goreng sayur,Apel,Sawo,330.2
698,Ikan tongkol goreng,Bening bayam tauge,Sayur rica rodoh,Apel,Es krim,280.1
699,Nasi bakar,Bubur sapi,Terong goreng,Buah naga,Lemper,738.0
700,Tumis genjer,Sup nasi ayam,Sop kambing,Jus Buah naga,Bolu pisang,1212.0
701,Sayur umbut kelapa,Nasi hijau harum,Paru sapi goreng,Jus Buah naga,Cenil,788.0
702,Tumis labu siam,Ikan kuah kuning,Teri kacang balado,Susu murni,Kue pancong,805.0
703,Tumis genjer,Ceker mercon,Tempe mendoan,Jus Buah naga,Takoyaki,1027.0
704,Tumis genjer,Tuna bumbu pepes,Sup bola ayam,Cilok,Es krim,1277.0
705,Kering tempe,Sate padang,Salmon asap,Kelengkeng,Apel fuji,1353.0
706,Telur ceplok,Ikan tuna panggang,Tempe mendoan,Pepaya,Sup kacang,1059.0
707,Ayam suwir kemangi,Tumis pepaya muda,Pempek kulit,Puding coklat,Roti isi coklat,1210.0
708,Ayam suwir,Mie ayam,Semur telur,Jus mentimun jambu,Bakpia,878.5
709,Tempe panggang,Spageti,Pepes tongkol sambal dabu-dabu,Sari seledri campur,Duku,309.8
710,Soto ayam,Asem-asem kangkung,Bandeng presto,Kue bugis,Risol bihun ,653.0
711,Tumis daun pepaya,Ayam woku,Udang goreng tepung,Jus pepaya kayu manis,Kue kacang,1027.3
712,Soto bandung,Tahu bacem,Daun singkong bumbu iris,Rujak buah,Pisang,274.0
713,Nasi liwet,Ayam panggang,Kangkung bumbu kare,Kue apem,Sawo,774.3
714,Pepes ayam,Tumis oncom,Daun singkong bumbu iris,Pepaya,Martabak telur,552.0
715,Nasi goreng udang,Cumi goreng,Lodeh terong,Getuk kacang hijau,Martabak manis,1268.0
716,Ayam goreng,Terong bakar,Telur asin,Mentimun serut,Es buah,863.1
717,Sayur pakis,Ikan patin goreng,Terong balado,Pisang ,Dimsum,760.0
718,Ketoprak ,Pempek adaan,Gulai ayam,Jus wortel tomat,Dimsum,1539.0
719,Nasi uduk,Bihun goreng,Tempe kukus cabe hijau,Jus belimbing berembun,Bakwan,695.1
720,Gulai tunjang,Ayam bakar,Oseng buncis tempe,Klepon,Kue pukis,1572.0
721,Bubur nasi,Cumi hitam,Tumis kapri manis,Talam nangka,Duku,603.8
722,Bubur nasi,Pempek adaan,Sup bola ayam,Rujak jeruk bali,Pie susu,1329.7
723,Ikan tongkol goreng,Oseng tahu,Saboko gurita,Cilok,Kacang mete sangrai asin,1378.0
724,Telur ceplok air acar kuning,Sambal teri,Spageti udang,Talam nangka,Kue beras,334.3
725,Rawon,Ayam saus mentega,Lumpia basah,Pisang bakar saus manis,Apel fuji,783.6
726,Ikan bawal goreng,Ayam panggang,Tempe mendoan,Pisang bakar saus manis,Pastel ,894.5
727,Tumis genjer,Bakmi,Ikan baung bakar,Jus mentimun jambu,Kue kacang,856.5
728,Nasi goreng udang,Pempek adaan,Oseng tahu tomat,Cilok,Duku,1181.9
729,Bubur ketan hitam,Pepes bandeng presto,Kalio telur,Asinan bengkuang nanas,Pisang,644.0
730,Kwetiau udang sambal rujak,Cap cay sayur,Perkedel tahu,Jus Buah naga,Bolu kukus,1115.3
731,Ayam suwir kemangi,Ikan salmon panggang,Gulai ikan ,Nanas,Puding vanila,1046.0
732,Ayam rica-rica,Pempek adaan,Sup kentang,Rambutan,Jus semangka,1154.0
733,Bubur kacang hijau,Ikan panggang siram acar,Sup bola ayam,Rambutan,Seblak,889.7
734,Ayam suwir,Abon ayam,Oseng buncis tempe,Jus pepaya belimbing,Pempek kapal selam,1472.1
735,Ikan kembung balado,Udang asam manis,Sup kentang,Susu murni,Jus semangka,2011.0
736,Perkedel kentang,Ikan patin bakar,Kalio ayam,Kue bolu,Cenil,1368.0
737,Bubur nasi,Tumis pepaya muda,Mie hokian,Jus wortel tomat,Pisang,348.8
738,Nasi goreng ,Udang asam manis,Lumpia basah,Kue bugis,Pempek kapal selam,2012.1
739,Kwetiau udang sambal rujak,Tempe penyet,Hati ayam goreng,Getuk kacang hijau,Pempek ,500.3
740,Telur orak-arik,Kepiting panggang,Nasi goreng sayur,Sari seledri timun,Jus jeruk,826.2
741,Telur orak-arik,Sambal goreng kentang,Tahu siksa,Talam nangka,Sosis solo,421.1
742,Sayur bening bayam,Tahu bacem,Terong balado,Rujak jeruk bali,Tahu sumedang,697.7
743,Ayam rica-rica,Pempek adaan,Tempe mendoan,Jus mangga,Pempek kapal selam,1181.0
744,Tumis pakcoy,Beef burger,Semur telur,Jus Buah naga,Seblak,1483.0
745,Soto ayam,Sayur bunga pepaya,Pempek kulit,Rujak buah,Takoyaki,1070.0
746,Ikan tongkol goreng,Ikan tuna sambal goreng,Oseng tahu tomat,Kue bugis isi kacang hijau,Pisang,618.9
747,Laksa palembang,Sate taichan,Kalio kikil,Mangga,Kue kacang,1410.0
748,Ayam rica-rica,Sate ayam,Telur asin,Cimol,Kue nagasari,1396.0
749,Tumis kangkung,Ayam lada hitam,Sop kambing,Mangga,Kue nastar,1112.0
750,Ikan kembung balado,Bening bayam tauge,Ikan cakalang asap,Es kuwut,Pastel ,699.3
751,Ayam suwir,Tekwan,Rendang,Manggis,Jus semangka,440.0
752,Belut goreng,Nasi hijau harum,Tahu bumbu merah,Kurma,Cenil,398.3
753,Sayur umbut kelapa,Sambal teri,Sambal udang,Buah naga,Semangka,543.0
754,Nasi goreng udang,Ikan panggang siram acar,Tahu telur,Nanas,Pempek ,1287.7
755,Nasi liwet,Karedok,Tumis ikan tongkol,Talam nangka,Jus alpukat ,396.3
756,Telur orak-arik,Ikan belanak goreng,Sate bandeng,Pir,Pie susu,1145.0
757,Nasi kuning,Cap cay sayur,Daun singkong bumbu iris,Sari seledri timun,Jus semangka,1301.0
758,Nasi goreng tuna,Abon sapi,Tempe pesmol,Talam ubi,Kue bawang,931.5
759,Coto makasar,Iga bakar,Mie rebus tauge,Sup buah serut,Yogurt,631.5999999999999
760,Bubur ketan hitam,Tekwan,Bihun goreng,Kue bugis,Kue nagasari,546.5
761,Nasi goreng udang,Ceker mercon,Tumis bandeng,Kue bugis isi kacang hijau,Risol bihun ,1294.0
762,Soto kudus,Abon ayam,Gulai ayam,Batagor,Martabak telur,1075.0
763,Gulai tunjang,Tumis oncom,Bubur manado,Talam ubi,Pie susu,898.3
764,Soto bandung,Ayam penyet,Kangkung bumbu kare,Sari seledri campur,Wajik ,608.3
765,Nasi bakar,Ayam penyet,Tahu bumbu merah,Cimol,Onde-onde,732.3
766,Tumis buncis,Cumi hitam,Orak arik bening soun,Jus apel,Takoyaki,1093.5
767,Paha ayam panggang,Cap cay sayur,Tempe mendoan,Jus nanas,Buah delima ,1049.0
768,Sayur asem,Kerang panggang,Kalio kikil,Mangga,Es krim,1376.0
769,Ayam suwir,Iga bakar,Ayam panggang bumbu bacem,Dadar gulung,Bluberi,428.7
770,Telur orak-arik,Pepes bandeng presto,Tumis kapri manis,Talam nangka,Yogurt,257.20000000000005
771,Urap megono,Terong bakar,Ikan bandeng goreng,Mangga,Tahu isi,517.0
772,Urap megono,Mie ayam,Brengkes patin,Pisang bakar saus manis,Kue cucur,476.5
773,Tumis daun pepaya,Kepiting panggang,Kari daging domba,Pisang ,Kue sus,1302.0
774,Tumis daun pepaya,Babat sapi,Nasi goreng sayur,Buah naga,Puding vanila,470.2
775,Tempe bacem,Babat sapi,Semur daging,Dadar gulung,Es doger,697.0
776,Bubur nasi,Ikan kuah kuning,Tahu bumbu merah,Rujak buah,Roti isi coklat,487.3
777,Nasi uduk,Karedok,Pepes tongkol sambal dabu-dabu,Dadar gulung,Kacang mete sangrai asin,726.8
778,Tempe goreng,Pepes bandeng presto,Lobstre panggang,Talam nangka,Bolu kukus,1154.6999999999998
779,Tempe panggang,Nasi rames,Pecel ,Anggur ,Cempedak,327.0
780,Ikan tongkol goreng,Ayam panggang,Saboko gurita,Pepaya,Tahu sumedang,1048.0
781,Sayur umbut kelapa,Spageti,Sayur siram bumbu tumis,Jus jambu,Kue kacang,704.1
782,Sayur asem,Ayam goreng ,Ikan belida bakar,Kue bugis,Pempek kapal selam,1233.0
783,Soto ayam,Sate usus,Oseng buncis tempe,Rujak jeruk bali,Jus alpukat ,1390.7
784,Ketoprak ,Bubur sapi,Ayam kecap ,Klepon,Ronde,1424.0
785,Nasi kebuli,Ikan patin goreng,Kangkung bumbu kare,Klepon,Kue beras,344.3
786,Sayur asem,Chicken katsu,Tumis kapri manis,Jus mangga,Ronde,997.5
787,Gulai pakis,Bebek bakar,Sayur nangka,Jus Buah naga,Markisa,584.0
788,Nasi pecel,Bebek bakar,Orak arik bening soun,Jeruk,Wajik ,432.5
789,Nasi goreng ayam,Ikan belanak goreng,Lodeh terong,Puding coklat,Tape singkong,855.0
790,Tumis daun pepaya,Ayam masak merah,Kalio ayam,Jeruk,Wajik ,1171.0
791,Ketoprak ,Oseng tahu,Ikan panggang,Susu murni,Kue nagasari,1322.0
792,Teri basah goreng renyah,Ayam panggang,Bihun goreng,Putu mayang,Takoyaki,863.5
793,Semur ayam,Babat sapi,Sop kambing,Jus wortel tomat,Tahu sumedang,1203.0
794,Nasi ciprat,Karedok,Sayur siram bumbu tumis,Dadar gulung,Es buah,240.29999999999998
795,Chicken karage,Abon sapi,Kalio ayam,Rujak jeruk bali,Semangka,2253.7
796,Pepes tongkol,Ceker mercon,Sup bola ayam,Kue bugis isi kacang hijau,Sari apel,963.0
797,Chicken karage,Tahu cabe garam,Tempe mendoan,Rambutan,Kue beras,1192.0
798,Nasi kuning,Sate taichan,Sate bandeng,Cilok,Yogurt,2163.0
799,Paha ayam panggang,Sate padang,Lodeh terong,Sup buah serut,Bolu kukus,1206.3
800,Tumis genjer,Kepiting panggang,Perkedel tahu,Rambutan,Markisa,1184.0
801,Teri basah goreng renyah,Bakmi,Teri kacang balado,Rambutan,Mangga kweni,787.0
802,Pecel sayur,Bakmi,Sayur rica rodoh,Kue tapioka,Kue kacang,821.4
803,Sayur umbut kelapa,Beef teriyaki,Sate bandeng,Sup buah serut,Yogurt,1290.3
804,Sayur asem,Bakmi,Tempe goreng tepung,Asinan bengkuang nanas,Jus wortel ,747.6
805,Sayur pakis,Udang goreng ,Kalio ayam,Rujak jeruk bali,Kue kacang,1389.7
806,Nasi goreng ayam,Cap cay sayur,Ikan belida bakar,Stroberi,Sup kacang,1364.0
807,Sayur bening bayam,Bakso sapi,Gulai ikan ,Susu,Pisang,663.0
808,Laksa palembang,Sate ayam,Pecel ,Pisang ,Markisa,647.0
809,Ayam suwir kemangi,Tuna bumbu kari,Pempek kulit,Jus pepaya belimbing,Cenil,1268.1
810,Urap megono,Ikan lele panggang,Lobstre panggang,Kue bugis,Pempek kapal selam,1325.0
811,Sayur bening bayam,Beef burger,Tumis bandeng,Jus melon,Bubur sumsum,1119.0
812,Nasi kebuli,Ikan salmon panggang,Telur asin,Rambutan,serabi,1223.0
813,Udang panggang,Ikan salmon panggang,Spageti udang,Jus mangga,Kacang mete sangrai asin,1379.5
814,Kacang panjang bumbu kuning,Ikan belanak goreng,Saboko gurita,Susu murni,Semangka,470.5
815,Coto makasar,Terong bakar,Sambal udang,Pepaya,serabi,446.0
816,Kering tempe,Pecel lele,Pepes teri,Sari seledri timun,Markisa,387.0
817,Ketoprak ,Udang goreng ,Tempe mendoan,Jus mentimun jambu,Es doger,1457.5
818,Urap,Ayam lada hitam,Nasi goreng sayur,Apel,Sosis solo,605.2
819,Dendeng sapi,Bubur sapi,Perkedel tahu,Pepaya,Kue nastar,1277.0
820,Sayur asem,Telur puyuh bumbu kuning,Ayam kalasan,Klepon,Tape singkong,495.5
821,Telur balado,Abon ayam,Sandwich ikan tuna panggang,Anggur ,Tape singkong,928.2
822,Ikan mas goreng,Tumis bayam,Sup bola ayam,Asinan bengkuang nanas,Tahu isi,1309.6
823,Telur ceplok,Ikan patin bakar,Tumis bandeng,Pepaya,Kue pukis,880.0
824,Tumis buncis,Ikan patin bakar,Sambal udang,Manggis,Bakpia,833.0
825,Soto kudus,Ayam rendang,Tempe goreng tepung,Cilok,Pisang,743.0
826,Soto daging ,Tumis buncis wortel bintik,Tahu bumbu kukus,Jambu biji ,Risol bihun ,402.9
827,Nasi ciprat,Bakso ayam,Ikan bandeng goreng,Sup buah serut,Seblak,967.5
828,Sayur bening bayam,Beef teriyaki,Pecel ,Kelengkeng,Susu kedelai,617.0
829,Ayam suwir,Pecel lele,Semur telur,Jus pepaya belimbing,Bluberi,535.1
830,Gado-gado,Sayur bunga pepaya,Tumis kapri manis,Pepaya,Wajik ,360.5
831,Telur orak-arik,Sup ayam,Telur asin,Manggis,Kue nagasari,1290.0
832,Ayam suwir,Sate ayam,Bihun goreng,Sari seledri timun,Tahu gejrot,699.5
833,Ikan kembung balado,Telur puyuh bumbu kuning,Kalio ayam,Es teler,Kue nastar,1161.1
834,Tumis kangkung,Kari ayam ,Tuna bumbu rica-rica,Kue apem,Sup kacang,1871.0
835,Tumis kacang panjang tempe,Ikan tongkol balado,Bihun goreng,Manggis,Kue pancong,798.5
836,Bubur nasi,Iga bakar,Gulai ayam,Nanas,Es buah,628.0
837,Kwetiau udang sambal rujak,Terong bakar,Lobstre panggang,Dadar gulung,Kue nagasari,920.3
838,Urap megono,Telur puyuh bumbu kuning,Tahu bumbu kukus,Jus mentimun jambu,Pisang,124.5
839,Telur orak-arik,Sate kambing,Sup kentang,Es kelapa muda,Sup kacang,1359.0
840,Ayam rica-rica,Cap cay sayur,Kalio ayam,Jus belimbing berembun,Sosis solo,1261.6
841,Gado-gado,Ikan patin bakar,Tempe kukus cabe hijau,Kue tapioka,Kue pancong,562.1
842,Soto betawi ,Ayam goreng ,Salmon asap,Pisang ,Pisang,1330.0
843,Sayur umbut kelapa,Dendeng sapi,Tempe kukus cabe hijau,Jus melon,Onde-onde,863.5
844,Tempe panggang,Ceker mercon,Udang goreng tepung,Pisang panggang saus kurma,Kue nastar,952.5
845,Tumis daun pepaya,Udang asam manis,Ayam geprek,Pisang ,Yogurt,1969.0
846,Telur dadar,Bakso aci,Perkedel tahu,Jus stroberi,Takoyaki,969.0
847,Telur balado,Chicken katsu,Sayur siram bumbu tumis,Anggur ,Sari apel,1055.1
848,Nasi goreng tuna,Kari daging sapi,Terong goreng,Kelengkeng,Lemper,839.7
849,Lontong sayur,Telur puyuh bumbu kuning,Kalio kikil,Manggis,Martabak telur,798.1
850,Tumis pakcoy,Ayam saus mentega,Pecel ,Kue apem,Sale pisang,964.0
851,Telur balado,Ayam panggang,Ikan bakar bumbu kecap,Rujak buah,Seblak,1196.5
852,Soto ayam,Asem-asem kangkung,Ayam kecap ,Kue bugis isi kacang hijau,Ronde,761.0
853,Ketoprak ,Mie ayam,Lodeh terong,Jus belimbing berembun,Jus semangka,871.6
854,Coto makasar,Tempe penyet,Bihun goreng,Susu,Jus alpukat ,663.5
855,Tumis buncis,Bakso sapi,Tempe kukus cabe hijau,Buah naga,Buah delima ,565.5
856,Pepes ikan mas,Pepes bandeng presto,Ikan bakar bumbu kecap,Cilok,Sup kacang,894.9
857,Tumis labu siam,Nasi rames,Sambal udang,Jus pepaya kayu manis,Jus wortel ,517.3
858,Ayam rica-rica,Sate padang,Orak arik bening soun,Es kelapa muda,Bolu kukus,905.5
859,Laksa palembang,Cap cay sayur,Sayur siram bumbu tumis,Jus melon,Kue cucur,790.1
860,Bubur kacang hijau,Sate kambing,Ikan bakar bumbu kecap,Kurma,Tahu gejrot,673.5
861,Tumis buncis,Udang goreng ,Tempe mendoan,Kelengkeng,Seblak,1470.0
862,Tempe goreng,Ikan patin bakar,Sayur rica rodoh,Durian,Mangga kweni,655.8
863,Sayur pakis,Gudeg,Kalio kikil,Kue bolu,Semangka,896.0
864,Nasi goreng tuna,Telur puyuh bumbu kuning,Jengkol balado,Sari seledri timun,Dimsum,797.8
865,Perkedel kentang,Sup nasi ayam,Paru sapi goreng,Sari seledri campur,Sup kacang,1281.0
866,Tumis labu siam,Bubur sapi,Tahu bumbu kukus,Dadar gulung,Pie susu,721.9
867,Nasi goreng ,Steak daging sapi,Kari daging domba,Kelengkeng,Tahu sumedang,1194.0
868,Semur ayam,Ikan kuah kuning,Semur daging,Sup buah serut,Kacang mete sangrai asin,1409.3
869,Kacang panjang bumbu kuning,Tahu bacem,Kalio telur,Durian,Bakpia,738.5
870,Nasi liwet,Cap cay sayur,Daging sapi panggang,Es kuwut,Kue pukis,1021.0
871,Gulai pakis,Ayam rendang,Ikan bakar bumbu kecap,Durian,Jus wortel ,756.5
872,Tempe panggang,Sate kambing,Ikan bakar bumbu kecap,Jus pepaya belimbing,Jus jeruk,497.6
873,Paha ayam panggang,Steak daging sapi,Pempek kulit,Talam ubi,Kacang mete sangrai asin,1653.3
874,Soto bandung,Garang asem ayam,Urab,Anggur ,Apel fuji,360.0
